corpus,module,path,rubric_label,annotator
ietf,ietf-otn-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/primary-path/path-element/type/label-hop/te-label/technology/otn-label/ts-list,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object,intensional,llm
ietf,ietf-otn-topology,/networks/network/link/te/te-link-attributes/label-restrictions/label-restriction/label-end/te-label/technology/otn-label,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/backup-path/path-element/type/numbered-node-hop,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/label-hop/te-label/direction,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/to/label-restrictions/label-restriction/label-step/technology/generic,intensional,llm
ietf,ietf-te-topology,/networks/te/templates/link-template/te-link-attributes/max-link-bandwidth/te-bandwidth/technology,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/statistics/tunnel-termination-point,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-properties/path-route-objects/path-route-object/type/unnumbered-link-hop,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/to/label-restrictions/label-restriction/label-start,intensional,llm
ietf,ietf-te-topology,/networks/network/link/te/te-link-attributes/underlay/primary-path/path-element/type,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/is-allowed,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/protection-type,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/primary-path/path-element/type/as-number-hop/hop-type,extensional_example_only,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/unnumbered-link-hop/direction,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/path-constraints/path-srlgs-names/path-srlgs-name/usage,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/backup-path/path-element/type/unnumbered-link-hop/hop-type,extensional_example_only,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-constraints/path-srlgs-lists/path-srlgs-list,intensional,llm
ietf,ietf-te-topology,/networks/network/node/termination-point/te/interface-switching-capability/max-lsp-bandwidth/te-bandwidth/technology,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/link/te/statistics/ups,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/backup-path/path-element/type/label-hop,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/path-constraints/path-srlgs-names/path-srlgs-name/usage,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/path-properties/path-affinities-values/path-affinities-value/value,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/numbered-link-hop/direction,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/domain-id,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/label-restrictions/label-restriction/label-start,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/label-restrictions/label-restriction/label-start/te-label/direction,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/path-constraints/path-metric-bounds,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/objective-function,intensional,llm
ietf,ietf-otn-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/primary-path/path-element/type/label-hop/te-label/technology/otn-label/tpn,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/is-allowed,circular_tautological,llm
ietf,ietf-otn-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/path-constraints/te-bandwidth/technology/otn-bandwidth/odulist,extensional_example_only,llm
ietf,ietf-te-topology,/networks/network/link/te/underlay/dynamic,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/underlay/backup-path/path-element,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/path-constraints/path-affinity-names/path-affinity-name/usage,intensional,llm
ietf,ietf-te-topology,/networks/te/templates/link-template/te-link-attributes/underlay,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/protection-type,circular_tautological,llm
ietf,ietf-otn-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/path-constraints/te-bandwidth/technology/otn-bandwidth/odulist/odu-type,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/backup-path/path-element/type/label-hop/te-label/technology,circular_tautological,llm
ietf,ietf-te-topology,/networks/te/templates/link-template/te-link-attributes/underlay/primary-path/path-element/type/numbered-link-hop/direction,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/path-properties/path-route-objects/path-route-object/type/as-number-hop/hop-type,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/optimization-metric/metric-type,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/backup-path/path-element/type/numbered-link-hop/link-tp-id,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/numbered-link-hop/link-tp-id,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/underlay/primary-path/path-element/type/unnumbered-link-hop/link-tp-id,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/path-constraints/path-affinities-values/path-affinities-value/usage,circular_tautological,llm
ietf,ietf-otn-topology,/networks/network/link/te/te-link-attributes/underlay/backup-path/path-element/type/label-hop/te-label/technology/otn-label,circular_tautological,llm
ietf,ietf-te-topology,/networks/te/templates/link-template/te-link-attributes/underlay/backup-path/path-element/type/unnumbered-link-hop/direction,intensional,llm
ietf,ietf-te-topology,/networks/network/link/te/statistics/fault-detects,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/path-properties/path-route-objects/path-route-object/index,intensional,llm
ietf,ietf-te-topology,/networks/network/link/te/statistics/modifies,intensional,llm
ietf,ietf-otn-topology,/networks/te/templates/link-template/te-link-attributes/unreserved-bandwidth/te-bandwidth/otn-bandwidth/odulist/number,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/label-hop/te-label/technology,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/backup-path,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/underlay/backup-path/path-element/type/as-number-hop,intensional,llm
ietf,ietf-te-topology,/networks/network/link/te/information-source-entry/information-source-state/topology/link-ref,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/unnumbered-link-hop/hop-type,intensional,llm
ietf,ietf-otn-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/from/label-restrictions/label-restriction/otn-label-range/odu-type-list,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/underlay/primary-path/path-element/type/numbered-link-hop/link-tp-id,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/underlay/primary-path/path-element/type/label-hop,extensional_example_only,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/from/label-restrictions/label-restriction/label-step,intensional,llm
ietf,ietf-otn-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/label-restrictions/label-restriction/otn-label-range/odu-type-list,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/numbered-link-hop/hop-type,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/path-properties/path-route-objects/path-route-object/type/unnumbered-link-hop,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/label-hop,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/link/te/statistics/restoration-reversion-successes,intensional,llm
ietf,ietf-otn-topology,/networks/network/link/te/te-link-attributes/max-link-bandwidth/te-bandwidth/otn-bandwidth/odulist/ts-number,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/label-restrictions/label-restriction/label-end/te-label/technology,extensional_example_only,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/path-properties/path-srlgs-names/path-srlgs-name,circular_tautological,llm
ietf,ietf-otn-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/backup-path/path-element/type/label-hop/te-label/technology/otn-label,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/to/label-restrictions/label-restriction/label-step/technology,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/information-source-state/topology,intensional,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/numbered-link-hop/direction,circular_tautological,llm
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/backup-path/path-element/type/numbered-link-hop/direction,intensional,llm
ietf,ietf-te-topology,/networks/te/templates/link-template/te-link-attributes/te-igp-metric,circular_tautological,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connection/switch-control/name,circular_tautological,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/resilience-constraint/resiliency-route-constraint/topology-constraint/name,intensional,llm
tapi,tapi-notification,/context/notification-context/notification/changed-attributes/value-name,circular_tautological,llm
tapi,tapi-topology,/context/notification-context/event-notification/topology/node/inter-rule-group/rule/name,circular_tautological,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/path-set-constraint/path-constraint/name,circular_tautological,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service-end-point/connection-end-point/node-uuid,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/internal-point/node-edge-point/topology-uuid,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service-end-point/connection-end-point/connection-end-point-uuid,circular_tautological,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/path-set-constraint/path-constraint/path-service-end-point/capacity/total-size,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/switch-control/control-parameters/resiliency-route-constraint/topology-constraint/include-topology,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/connectivity-protection-service/switch-operation/name,empty_boilerplate,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-computation-service/end-point/name/value-name,empty_boilerplate,llm
tapi,tapi-notification,/context/notification-context/event-notification/sequence-number,empty_boilerplate,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-computation-service/end-point/node-edge-point/node-edge-point-uuid,intensional,llm
tapi,tapi-common,/context/profile/transmission-capability-profile/supported-payload-structure/number-of-cep-instances,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connection/switch-control/control-parameters/resiliency-route-constraint/topology-constraint/exclude-node/node-uuid,intensional,llm
tapi,tapi-connectivity,/context/topology-context/topology/node/owned-node-edge-point/cep-list/connection-end-point/layer-protocol-qualifier,circular_tautological,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-computation-service/path-set-constraint/path-constraint/path-service-end-point/capacity/total-size,empty_boilerplate,llm
tapi,tapi-topology,/context/notification-context/event-notification/inter-rule-group/latency-characteristic/queuing-latency-characteristic,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/resilience-constraint/selection-control,empty_boilerplate,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/objective-function/link-utilization,circular_tautological,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/topology-constraint/exclude-link-and-partition/link/topology-uuid,intensional,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/topology-constraint/exclude-link-and-partition/link/topology-uuid,circular_tautological,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/topology-constraint/include-nep-and-partition/partition-type,intensional,llm
tapi,tapi-common,/context/service-interface-point/available-payload-structure/potential-cep-instance-capability/potential-cep-instance-identifier,circular_tautological,llm
tapi,tapi-topology,/context/notification-context/event-notification/rule/cep-direction,empty_boilerplate,llm
tapi,tapi-topology,/context/topology-context/topology/node/owned-node-edge-point/supported-payload-structure/potential-cep-instance-capability,empty_boilerplate,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-service-end-point/node-edge-point/topology-uuid,empty_boilerplate,llm
tapi,tapi-topology,/context/notification-context/event-notification/rule/connection-spec-reference,circular_tautological,llm
tapi,tapi-connectivity,/context/connectivity-context/connection/server-connection/connection-uuid,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connection/route/resilience-route,circular_tautological,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/topology-constraint/exclude-node-edge-point/topology-uuid,empty_boilerplate,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connection/switch-control/control-parameters/resiliency-route-constraint/topology-constraint/exclude-link-and-partition/link/link-uuid,intensional,llm
tapi,tapi-notification,/context/notification-context/notif-subscription/subscription-filter/requested-object-types,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/end-point/layer-protocol-constraint/layer-protocol-name,intensional,llm
tapi,tapi-common,/context/service-interface-point/operational-state,intensional,llm
tapi,tapi-topology,/context/notification-context/event-notification/node/node-rule-group/risk-characteristic,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/connectivity-constraint/requested-capacity/total-size,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/resilience-constraint/resiliency-route-constraint/topology-constraint/explicit-route,intensional,llm
tapi,tapi-topology,/context/notification-context/event-notification/node/owned-node-edge-point/available-payload-structure/multiplexing-sequence,intensional,llm
tapi,tapi-topology,/context/topology-context/topology/node/inter-rule-group/latency-characteristic/jitter-characteristic,circular_tautological,llm
tapi,tapi-topology,/context/notification-context/event-notification/node/inter-rule-group/rule/name,intensional,llm
tapi,tapi-topology,/context/topology-context,empty_boilerplate,llm
tapi,tapi-topology,/context/notification-context/event-notification/node/cost-characteristic/cost-name,circular_tautological,llm
tapi,tapi-topology,/context/notification-context/event-notification/topology/node/owned-node-edge-point/aggregated-node-edge-point/node-edge-point-uuid,empty_boilerplate,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/path-set-constraint/path-constraint/routing-constraint/latency-characteristic/queuing-latency-characteristic,circular_tautological,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/internal-point/node-edge-point/node-edge-point-uuid,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/end-point,empty_boilerplate,llm
tapi,tapi-topology,/context/notification-context/event-notification/topology/link/uuid,intensional,llm
tapi,tapi-streaming,/context/stream-admin-context/stream-monitor/name,intensional,llm
tapi,tapi-path-computation,/context/path-computation-context/path-set/path/path-uuid,intensional,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-computation-service/objective-function/name,circular_tautological,llm
tapi,tapi-connectivity,/context/connectivity-context/connectivity-service/resilience-constraint/resiliency-route-constraint/routing-constraint/latency-characteristic,circular_tautological,llm
tapi,tapi-topology,/context/notification-context/event-notification/topology/node/inter-rule-group/rule/connection-spec-reference/connection-spec,empty_boilerplate,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service-end-point/layer-protocol-qualifier,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connection/switch-control/control-parameters,circular_tautological,llm
tapi,tapi-connectivity,/context/topology-context/topology/node/owned-node-edge-point/cep-list/connection-end-point/client-node-edge-point/node-uuid,empty_boilerplate,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/topology-constraint/exclude-path/path-uuid,circular_tautological,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service-end-point/peer-fwd-connectivity-service-end-point,circular_tautological,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/topology-constraint/exclude-nep-and-partition,empty_boilerplate,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-computation-service/name/value,circular_tautological,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path-computation-service/routing-constraint,circular_tautological,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/topology-constraint/preferred-transport-layer,intensional,llm
tapi,tapi-topology,/context/notification-context/event-notification/node-edge-point/available-payload-structure/potential-cep-instance-capability,circular_tautological,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/connectivity-constraint/coroute-inclusion,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/end-point/server-connectivity-service-end-point/connectivity-service-uuid,empty_boilerplate,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/connectivity-service/resilience-constraint/preferred-restoration-layer,intensional,llm
tapi,tapi-connectivity,/context/notification-context/event-notification/switch-control/control-parameters/selection-control,intensional,llm
tapi,tapi-path-computation,/context/notification-context/event-notification/path/routing-constraint/max-allowed-hops,circular_tautological,llm
tapi,tapi-topology,/context/topology-context/topology/node/node-rule-group/latency-characteristic/wander-characteristic,intensional,llm
tapi,tapi-path-computation,/context/path-computation-context/path-comp-service/path-set-constraint/path-constraint/topology-constraint/exclude-path/path-uuid,intensional,llm
tapi,tapi-notification,/context/notification-context/notif-subscription/notification-channel/name,intensional,llm
tapi,tapi-common,/context/service-interface-point/lifecycle-state,intensional,llm
tapi,tapi-connectivity,/context/connectivity-context/connection/switch-control/control-parameters/resiliency-route-constraint/topology-constraint/exclude-node-edge-point/node-uuid,empty_boilerplate,llm
tapi,tapi-path-computation,/context/path-computation-context/path/routing-constraint/route-objective-function,circular_tautological,llm
ietf,ietf-otn-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/primary-path/path-element/type/label-hop/te-label/technology/otn-label/ts-list,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object,intensional,manual
ietf,ietf-otn-topology,/networks/network/link/te/te-link-attributes/label-restrictions/label-restriction/label-end/te-label/technology/otn-label,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/backup-path/path-element/type/numbered-node-hop,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-include-objects/route-object-include-object/type/label-hop/te-label/direction,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/to/label-restrictions/label-restriction/label-step/technology/generic,circular_tautological,manual
ietf,ietf-te-topology,/networks/te/templates/link-template/te-link-attributes/max-link-bandwidth/te-bandwidth/technology,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/statistics/tunnel-termination-point,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-properties/path-route-objects/path-route-object/type/unnumbered-link-hop,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/to/label-restrictions/label-restriction/label-start,intensional,manual
ietf,ietf-te-topology,/networks/network/link/te/te-link-attributes/underlay/primary-path/path-element/type,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/is-allowed,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/underlay/protection-type,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/primary-path/path-element/type/as-number-hop/hop-type,extensional_example_only,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/unnumbered-link-hop/direction,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/path-constraints/path-srlgs-names/path-srlgs-name/usage,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/backup-path/path-element/type/unnumbered-link-hop/hop-type,extensional_example_only,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/path-constraints/path-srlgs-lists/path-srlgs-list,intensional,manual
ietf,ietf-te-topology,/networks/network/node/termination-point/te/interface-switching-capability/max-lsp-bandwidth/te-bandwidth/technology,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/link/te/statistics/ups,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/underlay/backup-path/path-element/type/label-hop,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/path-constraints/path-srlgs-names/path-srlgs-name/usage,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/path-properties/path-affinities-values/path-affinities-value/value,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/numbered-link-hop/direction,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/domain-id,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/label-restrictions/label-restriction/label-start,intensional,manual
ietf,ietf-te-topology,/networks/network/node/te/information-source-entry/connectivity-matrices/label-restrictions/label-restriction/label-start/te-label/direction,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/path-constraints/path-metric-bounds,circular_tautological,manual
ietf,ietf-te-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/objective-function,intensional,manual
ietf,ietf-otn-topology,/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/primary-path/path-element/type/label-hop/te-label/technology/otn-label/tpn,circular_tautological,manual
